,Temperature[C],Humidity[%],eCO2[ppm],Fire Alarm
998,27.116,49.9,400,0
999,27.116,49.81,400,0
1000,27.117,49.62,400,0
1001,27.117,49.94,400,0
1002,27.117,50.57,400,0
1003,27.118,51.21,400,0
1004,27.118,51.87,400,0
1005,27.119,52.43,400,0
1006,27.119,52.9,400,0
1007,27.119,53.41,400,0
1008,27.119,53.83,400,0
1009,27.12,54.2,400,0
1010,27.12,54.53,400,0
1011,27.12,54.83,400,0
1012,27.121,55.1,400,0
1013,27.121,55.32,400,0
1014,27.121,55.57,400,0
1015,27.121,55.78,400,0
1016,27.122,55.94,400,0
1017,27.122,56.11,400,0
1018,27.122,56.25,400,0
1019,27.122,56.41,400,0
1020,27.122,56.5,400,0
1021,27.122,56.63,400,0
1022,27.123,56.72,400,0
1023,27.123,56.82,400,0
1024,27.123,56.92,400,0
1025,27.123,57.02,400,0
1026,27.123,57.1,400,0
1027,27.123,57.16,400,0
1028,27.123,57.23,400,0
1029,27.123,57.27,400,0
1030,27.123,57.48,400,0
1031,27.123,57.13,400,0
1032,27.123,56.47,400,0
1033,27.123,55.7,400,0
1034,27.123,54.99,400,0
1035,27.123,54.39,400,0
1036,27.123,53.84,400,0
1037,27.123,53.32,400,0
1038,27.123,52.92,400,0
1039,27.123,52.48,400,0
1040,27.123,52.21,400,0
1041,27.123,51.92,400,0
1042,27.123,51.48,400,0
1043,27.123,51.31,400,0
1044,27.123,51.1,400,0
1045,27.123,50.96,400,0
1046,27.123,50.78,400,0
1047,27.122,50.63,400,0
1048,27.122,50.52,400,0
1049,27.122,50.39,400,0
1050,27.122,50.3,400,0
1051,27.122,50.14,400,0
1052,27.122,50.08,400,0
1053,27.121,49.91,400,0
1054,27.121,49.87,400,0
1055,27.121,49.84,400,0
1056,27.121,49.75,400,0
1057,27.12,49.59,400,0
1058,27.12,50.47,400,0
1059,27.12,51.15,400,0
1060,27.12,51.76,400,0
1061,27.119,52.79,400,0
1062,27.119,53.28,400,0
1063,27.119,53.68,400,0
1064,27.118,54.06,400,0
1065,27.118,54.43,400,0
1066,27.118,54.72,400,0
1067,27.117,55.18,400,0
1068,27.117,55.4,400,0
1069,27.116,55.62,400,0
1070,27.116,55.79,400,0
1071,27.116,56,400,0
1072,27.115,56.07,400,0
1073,27.115,56.23,400,0
1074,27.114,56.35,400,0
1075,27.114,56.48,400,0
1076,27.113,56.69,400,0
1077,27.113,56.75,400,0
1078,27.112,56.82,400,0
1079,27.112,56.9,400,0
1080,27.111,56.97,400,0
1081,27.111,57,400,0
1082,27.11,57.06,400,0
1083,27.11,57.27,400,0
1084,27.109,56.97,400,0
1085,27.109,56.25,400,0
1086,27.108,55.46,400,0
1087,27.107,54.8,400,0
1088,27.107,54.15,400,0
1089,27.106,53.64,400,0
1090,27.106,53.13,400,0
1091,27.105,52.69,400,0
1092,27.104,52.33,400,0
1093,27.104,51.76,400,0
1094,27.103,51.49,400,0
1095,27.102,51.27,400,0
1096,27.102,51.07,400,0
1097,27.101,50.9,400,0
1098,27.1,50.72,400,0
1099,27.099,50.54,400,0
1100,27.099,50.47,400,0
1101,27.098,50.3,400,0
1102,27.097,50.23,400,0
1103,27.096,50.09,400,0
1104,27.096,49.98,400,0
1105,27.095,49.91,400,0
1106,27.094,49.81,400,0
1107,27.093,49.79,400,0
1108,27.092,49.71,400,0
1109,27.091,49.59,400,0
1110,27.091,49.54,400,0
1111,27.09,49.66,400,0
1112,27.089,50.85,400,0
1113,27.088,52.02,400,0
1114,27.087,52.5,400,0
1115,27.086,52.99,400,0
1116,27.085,53.43,400,0
1117,27.084,53.83,400,0
1118,27.083,54.15,400,0
1119,27.082,54.44,400,0
1120,27.082,54.72,400,0
1121,27.081,54.97,400,0
1122,27.08,55.16,400,0
1123,27.079,55.34,400,0
1124,27.078,55.56,400,0
1125,27.077,55.7,400,0
1126,27.075,55.88,400,0
1127,27.074,56.03,400,0
1128,27.073,56.21,400,0
1129,27.072,56.33,400,0
1130,27.071,56.47,400,0
1131,27.07,56.56,400,0
1132,27.069,56.66,400,0
1133,27.068,56.74,400,0
1134,27.067,56.79,400,0
1135,27.066,56.86,400,0
1136,27.065,56.74,400,0
1137,27.063,56.05,400,0
1138,27.062,55.29,400,0
1139,27.061,54.62,400,0
1140,27.06,53.95,400,0
1141,27.059,53.39,400,0
1142,27.058,52.91,400,0
1143,27.056,52.15,400,0
1144,27.055,51.81,400,0
1145,27.054,51.54,400,0
1146,27.053,51.32,400,0
1147,27.051,50.87,400,0
1148,27.05,50.69,400,0
1149,27.049,50.48,400,0
1150,27.047,50.36,400,0
1151,27.046,50.23,400,0
1152,27.045,50.08,400,0
1153,27.044,49.99,400,0
1154,27.042,49.89,400,0
1155,27.041,49.8,400,0
1156,27.04,49.68,400,0
1157,27.038,49.64,400,0
1158,27.037,49.56,400,0
1159,27.035,49.46,400,0
1160,27.034,49.43,400,0
1161,27.033,49.36,400,0
1162,27.031,49.3,400,0
1163,27.03,49.16,400,0
1164,27.028,49.49,400,0
1165,27.027,50.16,400,0
1166,27.025,50.81,400,0
1167,27.024,51.44,400,0
1168,27.022,51.99,400,0
1169,27.021,52.92,400,0
1170,27.019,53.34,400,0
1171,27.018,53.97,400,0
1172,27.016,54.25,400,0
1173,27.015,54.53,400,0
1174,27.013,55.08,400,0
1175,27.012,55.29,400,0
1176,27.01,55.58,400,0
1177,27.009,55.68,400,0
1178,27.007,55.8,400,0
1179,27.005,55.92,400,0
1180,27.004,56.03,400,0
1181,27.002,56.11,400,0
1182,27,56.19,400,0
1183,26.999,56.35,400,0
1184,26.997,56.4,400,0
1185,26.995,56.43,400,0
1186,26.994,56.5,400,0
1187,26.992,56.71,400,0
1188,26.99,56.34,400,0
1189,26.989,54.97,400,0
1190,26.987,54.26,400,0
1191,26.985,53.66,400,0
1192,26.983,53.07,400,0
1193,26.982,52.57,400,0
1194,26.98,52.17,400,0
1195,26.978,51.78,400,0
1196,26.976,51.45,400,0
1197,26.975,51.2,400,0
1198,26.973,50.92,400,0
1199,26.971,50.69,400,0
1200,26.969,50.5,400,0
1201,26.967,50.28,400,0
1202,26.965,50.1,400,0
1203,26.964,49.95,400,0
1204,26.962,49.83,400,0
1205,26.96,49.74,400,0
1206,26.958,49.65,400,0
1207,26.956,49.55,400,0
1208,26.954,49.36,400,0
1209,26.952,49.3,400,0
1210,26.95,49.22,400,0
1211,26.948,49.13,400,0
1212,26.946,49.09,400,0
1213,26.944,49.06,400,0
1214,26.942,48.98,400,0
1215,26.94,48.84,400,0
1216,26.938,49.18,400,0
1217,26.936,49.82,400,0
1218,26.934,50.52,400,0
1219,26.932,51.11,400,0
1220,26.93,51.74,400,0
1221,26.928,52.23,400,0
1222,26.926,52.67,400,0
1223,26.924,53.05,400,0
1224,26.922,53.43,400,0
1225,26.92,53.77,400,0
1226,26.918,54,400,0
1227,26.916,54.28,400,0
1228,26.914,54.48,400,0
1229,26.911,54.7,400,0
1230,26.909,54.88,400,0
1231,26.907,55.03,400,0
1232,26.905,55.14,400,0
1233,26.903,55.29,400,0
1234,26.901,55.68,400,0
1235,26.898,55.93,400,0
1236,26.896,56.01,400,0
1237,26.894,56.08,400,0
1238,26.892,56.13,400,0
1239,26.89,56.17,400,0
1240,26.887,56.36,400,0
1241,26.885,55.94,400,0
1242,26.883,55.26,400,0
1243,26.88,54.51,400,0
1244,26.878,53.82,400,0
1245,26.876,53.23,400,0
1246,26.874,52.65,400,0
1247,26.871,52.19,400,0
1248,26.869,51.78,400,0
1249,26.867,51.48,400,0
1250,26.864,51.18,400,0
1251,26.862,50.87,400,0
1252,26.859,50.57,400,0
1253,26.857,50.39,400,0
1254,26.855,50.16,400,0
1255,26.852,50,400,0
1256,26.85,49.86,400,0
1257,26.847,49.74,400,0
1258,26.845,49.6,400,0
1259,26.843,49.46,400,0
1260,26.84,49.39,400,0
1261,26.838,49.29,400,0
1262,26.835,49.22,400,0
1263,26.833,49.08,400,0
1264,26.83,48.99,400,0
1265,26.828,48.92,400,0
1266,26.825,48.85,400,0
1267,26.823,48.81,400,0
1268,26.82,48.74,400,0
1269,26.817,48.61,400,0
1270,26.815,48.94,400,0
1271,26.812,49.63,400,0
1272,26.81,50.29,400,0
1273,26.807,50.96,400,0
1274,26.805,51.51,400,0
1275,26.802,52.03,400,0
1276,26.799,52.46,400,0
1277,26.797,52.88,400,0
1278,26.794,53.22,400,0
1279,26.791,53.53,400,0
1280,26.789,53.98,400,0
1281,26.786,54.21,400,0
1282,26.783,54.4,400,0
1283,26.781,54.58,400,0
1284,26.778,54.74,400,0
1285,26.775,54.9,400,0
1286,26.773,55,400,0
1287,26.77,55.14,400,0
1288,26.767,55.23,400,0
1289,26.764,55.32,400,0
1290,26.762,55.43,400,0
1291,26.759,55.52,400,0
1292,26.756,55.65,400,0
1293,26.753,55.74,400,0
1294,26.75,55.82,400,0
1295,26.748,55.96,400,0
1296,26.745,56.16,400,0
1297,26.742,55.76,400,0
1298,26.739,55.07,400,0
1299,26.736,54.37,400,0
1300,26.733,53.69,400,0
1301,26.73,53.08,400,0
1302,26.728,52.56,400,0
1303,26.725,52.09,400,0
1304,26.722,51.71,400,0
1305,26.719,51.39,400,0
1306,26.716,51.06,400,0
1307,26.713,50.8,400,0
1308,26.71,50.57,400,0
1309,26.707,50.36,400,0
1310,26.704,50.2,400,0
1311,26.701,50.04,400,0
1312,26.698,49.91,400,0
1313,26.695,49.77,400,0
1314,26.692,49.67,400,0
1315,26.689,49.58,400,0
1316,26.686,49.51,400,0
1317,26.683,49.41,400,0
1318,26.68,49.35,400,0
1319,26.677,49.33,400,0
1320,26.674,49.24,400,0
1321,26.671,49.2,400,0
1322,26.668,49.13,400,0
1323,26.665,49.07,400,0
1324,26.662,49.04,400,0
1325,26.658,48.96,400,0
1326,26.655,48.8,400,0
1327,26.652,49.19,400,0
1328,26.649,49.86,400,0
1329,26.646,51.17,400,0
1330,26.643,51.71,400,0
1331,26.64,52.22,400,0
1332,26.636,52.68,400,0
1333,26.633,53.06,400,0
1334,26.63,53.43,400,0
1335,26.627,53.75,400,0
1336,26.623,54.08,400,0
1337,26.62,54.33,400,0
1338,26.617,54.56,400,0
1339,26.614,54.8,400,0
1340,26.61,55,400,0
1341,26.607,55.16,400,0
1342,26.604,55.33,400,0
1343,26.601,55.45,400,0
1344,26.597,55.62,400,0
1345,26.594,55.73,400,0
1346,26.591,55.88,400,0
1347,26.587,55.95,400,0
1348,26.584,56.06,400,0
1349,26.581,56.16,400,0
1350,26.577,56.23,400,0
1351,26.574,56.26,400,0
1352,26.571,56.36,400,0
1353,26.567,56.43,400,0
1354,26.564,56.46,400,0
1355,26.56,56.66,400,0
1356,26.557,56.22,400,0
1357,26.553,55.49,400,0
1358,26.55,54.7,400,0
1359,26.547,54,400,0
1360,26.543,53.37,400,0
1361,26.54,52.83,400,0
1362,26.536,52.35,400,0
1363,26.533,51.95,400,0
1364,26.529,51.57,400,0
1365,26.526,51.29,400,0
1366,26.522,51,400,0
1367,26.519,50.78,400,0
1368,26.515,50.54,400,0
1369,26.512,50.37,400,0
1370,26.508,50.2,400,0
1371,26.504,50.04,400,0
1372,26.501,49.83,400,0
1373,26.497,49.71,400,0
1374,26.494,49.58,400,0
1375,26.49,49.47,400,0
1376,26.486,49.4,400,0
1377,26.483,49.29,400,0
1378,26.479,49.22,400,0
1379,26.475,49.16,400,0
1380,26.472,49.11,400,0
1381,26.468,49.04,400,0
1382,26.464,49,400,0
1383,26.461,48.93,400,0
1384,26.457,48.76,400,0
1385,26.453,49.16,400,0
1386,26.45,49.8,400,0
1387,26.446,50.52,400,0
1388,26.442,51.19,400,0
1389,26.438,51.75,400,0
1390,26.435,52.24,400,0
1391,26.431,52.69,400,0
1392,26.427,53.07,400,0
1393,26.423,53.66,400,0
1394,26.42,53.98,400,0
1395,26.416,54.22,400,0
1396,26.412,54.44,400,0
1397,26.408,54.61,400,0
1398,26.404,54.76,400,0
1399,26.4,54.92,400,0
1400,26.397,55.07,400,0
1401,26.393,55.19,400,0
1402,26.389,55.31,400,0
1403,26.385,55.39,400,0
1404,26.381,55.53,400,0
1405,26.377,55.63,400,0
1406,26.373,55.69,400,0
1407,26.369,55.77,400,0
1408,26.366,55.88,400,0
1409,26.362,55.94,400,0
1410,26.358,56.06,400,0
1411,26.354,56.12,400,0
1412,26.35,56.17,400,0
1413,26.346,56.4,400,0
1414,26.342,55.91,400,0
1415,26.338,55.22,400,0
1416,26.334,54.46,400,0
1417,26.33,53.78,400,0
1418,26.326,53.16,400,0
1419,26.322,52.63,400,0
1420,26.318,52.1,400,0
1421,26.314,51.79,400,0
1422,26.31,51.39,400,0
1423,26.305,51.1,400,0
1424,26.301,50.76,400,0
1425,26.297,50.51,400,0
1426,26.293,50.3,400,0
1427,26.289,50.1,400,0
1428,26.285,49.94,400,0
1429,26.281,49.78,400,0
1430,26.277,49.66,400,0
1431,26.273,49.56,400,0
1432,26.268,49.45,400,0
1433,26.264,49.37,400,0
1434,26.26,49.3,400,0
1435,26.256,49.16,400,0
1436,26.252,49.03,400,0
1437,26.248,48.98,400,0
1438,26.243,48.92,400,0
1439,26.239,48.88,400,0
1440,26.235,48.84,400,0
1441,26.231,48.73,400,0
1442,26.226,48.72,400,0
1443,26.222,48.6,400,0
1444,26.218,48.97,400,0
1445,26.214,49.62,400,0
1446,26.209,50.35,400,0
1447,26.205,51,400,0
1448,26.201,51.57,400,0
1449,26.196,52.1,400,0
1450,26.192,52.51,400,0
1451,26.188,52.89,400,0
1452,26.183,53.23,400,0
1453,26.179,53.56,400,0
1454,26.175,53.82,400,0
1455,26.17,54.07,400,0
1456,26.166,54.3,400,0
1457,26.162,54.45,400,0
1458,26.157,54.64,400,0
1459,26.153,54.77,400,0
1460,26.148,54.9,400,0
1461,26.144,55.02,400,0
1462,26.14,55.14,400,0
1463,26.135,55.27,400,0
1464,26.131,55.36,400,0
1465,26.126,55.42,400,0
1466,26.122,55.54,400,0
1467,26.117,55.61,400,0
1468,26.113,55.7,400,0
1469,26.108,55.78,400,0
1470,26.104,55.83,400,0
1471,26.099,55.93,400,0
1472,26.095,55.98,400,0
1473,26.09,56.23,400,0
1474,26.086,55.79,400,0
1475,26.081,55.06,400,0
1476,26.077,54.38,400,0
1477,26.072,53.67,400,0
1478,26.067,53.06,400,0
1479,26.063,52.52,400,0
1480,26.058,52.1,400,0
1481,26.054,51.71,400,0
1482,26.049,51.41,400,0
1483,26.044,51.1,400,0
1484,26.04,50.81,400,0
1485,26.035,50.58,400,0
1486,26.03,50.41,400,0
1487,26.026,50.22,400,0
1488,26.021,50.05,400,0
1489,26.016,49.92,400,0
1490,26.012,49.81,400,0
1491,26.007,49.7,400,0
1492,26.002,49.58,400,0
1493,25.998,49.47,400,0
1494,25.993,49.44,400,0
1495,25.988,49.35,400,0
1496,25.983,49.18,400,0
1497,25.979,49.12,400,0
1498,25.974,49.08,400,0
1499,25.969,49.03,400,0
1500,25.964,48.99,400,0
1501,25.96,48.95,400,0
1502,25.955,48.78,400,0
1503,25.95,49.18,400,0
1504,25.945,49.89,400,0
1505,25.94,50.58,400,0
1506,25.935,51.3,400,0
1507,25.931,51.82,400,0
1508,25.926,52.36,400,0
1509,25.921,52.75,400,0
1510,25.916,53.17,400,0
1511,25.911,53.52,400,0
1512,25.906,53.81,400,0
1513,25.901,54.06,400,0
1514,25.896,54.29,400,0
1515,25.892,54.51,400,0
1516,25.887,54.66,400,0
1517,25.882,54.84,400,0
1518,25.877,54.99,400,0
1519,25.872,55.09,400,0
1520,25.867,55.24,400,0
1521,25.862,55.32,400,0
1522,25.857,55.44,400,0
1523,25.852,55.52,400,0
1524,25.847,55.6,400,0
1525,25.842,55.66,400,0
1526,25.837,55.74,400,0
1527,25.832,55.84,400,0
1528,25.827,55.85,400,0
1529,25.822,55.93,400,0
1530,25.817,55.98,400,0
1531,25.812,56.04,400,0
1532,25.807,56.21,400,0
1533,25.802,55.72,400,0
1534,25.796,55.03,400,0
1535,25.791,54.26,400,0
1536,25.786,53.52,400,0
1537,25.781,52.93,400,0
1538,25.776,52.39,400,0
1539,25.771,51.89,400,0
1540,25.766,51.5,400,0
1541,25.761,51.16,400,0
1542,25.755,50.83,400,0
1543,25.75,50.57,400,0
1544,25.745,50.34,400,0
1545,25.74,50.13,400,0
1546,25.735,49.93,400,0
1547,25.73,49.76,400,0
1548,25.724,49.62,400,0
1549,25.719,49.5,400,0
1550,25.714,49.35,400,0
1551,25.709,49.26,400,0
1552,25.703,49.15,400,0
1553,25.698,49.03,400,0
1554,25.693,48.96,400,0
1555,25.688,48.87,400,0
1556,25.682,48.85,400,0
1557,25.677,48.73,400,0
1558,25.672,48.7,400,0
1559,25.666,48.59,400,0
1560,25.661,48.53,400,0
1561,25.656,48.46,400,0
1562,25.651,48.31,400,0
1563,25.645,48.73,400,0
1564,25.64,50.04,400,0
1565,25.634,50.77,400,0
1566,25.629,51.29,400,0
1567,25.624,51.82,400,0
1568,25.618,52.6,400,0
1569,25.613,52.99,400,0
1570,25.608,53.33,400,0
1571,25.602,53.56,400,0
1572,25.597,53.81,400,0
1573,25.591,54.05,400,0
1574,25.586,54.23,400,0
1575,25.58,54.42,400,0
1576,25.575,54.58,400,0
1577,25.57,54.73,400,0
1578,25.564,54.87,400,0
1579,25.559,55.01,400,0
1580,25.553,55.14,400,0
1581,25.548,55.24,400,0
1582,25.542,55.34,400,0
1583,25.537,55.41,400,0
1584,25.531,55.52,400,0
1585,25.526,55.64,400,0
1586,25.52,55.71,400,0
1587,25.514,55.8,400,0
1588,25.509,55.9,400,0
1589,25.503,55.98,400,0
1590,25.498,56.2,400,0
1591,25.492,55.75,400,0
1592,25.487,55.08,400,0
1593,25.481,54.3,400,0
1594,25.475,53.63,400,0
1595,25.47,53.06,400,0
1596,25.464,52.52,400,0
1597,25.459,52.07,400,0
1598,25.453,51.68,400,0
1599,25.447,51.35,400,0
1600,25.442,51.05,400,0
1601,25.436,50.73,400,0
1602,25.43,50.51,400,0
1603,25.425,50.28,400,0
1604,25.419,50.11,400,0
1605,25.413,49.94,400,0
1606,25.407,49.81,400,0
1607,25.402,49.61,400,0
1608,25.396,49.54,400,0
1609,25.39,49.43,400,0
1610,25.385,49.32,400,0
1611,25.379,49.24,400,0
1612,25.373,49.12,400,0
1613,25.367,49.07,400,0
1614,25.362,48.95,400,0
1615,25.356,48.92,400,0
1616,25.35,48.83,400,0
1617,25.344,48.78,400,0
1618,25.338,48.7,400,0
1619,25.332,48.67,400,0
1620,25.327,48.53,400,0
1621,25.321,48.9,400,0
1622,25.315,49.62,400,0
1623,25.309,50.29,400,0
1624,25.303,51,400,0
1625,25.297,51.56,400,0
1626,25.292,52.07,400,0
1627,25.286,52.51,400,0
1628,25.28,52.87,400,0
1629,25.274,53.25,400,0
1630,25.268,53.55,400,0
1631,25.262,53.8,400,0
1632,25.256,54.05,400,0
1633,25.25,54.28,400,0
1634,25.244,54.48,400,0
1635,25.238,54.64,400,0
1636,25.232,54.79,400,0
1637,25.226,54.9,400,0
1638,25.22,55.02,400,0
1639,25.214,55.16,400,0
1640,25.208,55.24,400,0
1641,25.202,55.39,400,0
1642,25.196,55.47,400,0
1643,25.19,55.58,400,0
1644,25.184,55.65,400,0
1645,25.178,55.76,400,0
1646,25.172,55.85,400,0
1647,25.166,55.93,400,0
1648,25.16,56.02,400,0
1649,25.154,56.1,400,0
1650,25.148,56.28,400,0
1651,25.142,55.81,400,0
1652,25.136,55.1,400,0
1653,25.13,54.33,400,0
1654,25.124,53.63,400,0
1655,25.118,53.05,400,0
1656,25.111,52.51,400,0
1657,25.105,52.05,400,0
1658,25.099,51.66,400,0
1659,25.093,51.31,400,0
1660,25.087,50.97,400,0
1661,25.081,50.66,400,0
1662,25.074,50.46,400,0
1663,25.068,50.26,400,0
1664,25.062,50.05,400,0
1665,25.056,49.87,400,0
1666,25.05,49.73,400,0
1667,25.043,49.58,400,0
1668,25.037,49.48,400,0
1669,25.031,49.31,400,0
1670,25.025,49.23,400,0
1671,25.019,49.1,400,0
1672,25.012,49.04,400,0
1673,25.006,49.01,400,0
1674,25,48.89,400,0
1675,24.993,48.84,400,0
1676,24.987,48.76,400,0
1677,24.981,48.64,400,0
1678,24.975,48.58,400,0
1679,24.968,48.46,400,0
1680,24.962,48.9,400,0
1681,24.956,49.56,400,0
1682,24.949,50.31,400,0
1683,24.943,51,400,0
1684,24.937,51.59,400,0
1685,24.93,52.12,400,0
1686,24.924,52.55,400,0
1687,24.917,52.96,400,0
1688,24.911,53.34,400,0
1689,24.905,53.66,400,0
1690,24.898,53.99,400,0
1691,24.892,54.21,400,0
1692,24.885,54.43,400,0
1693,24.879,54.66,400,0
1694,24.873,54.85,400,0
1695,24.866,55,400,0
1696,24.86,55.14,400,0
1697,24.853,55.26,400,0
1698,24.847,55.4,400,0
1699,24.84,55.5,400,0
1700,24.834,55.59,400,0
1701,24.827,55.67,400,0
1702,24.821,55.74,400,0
1703,24.814,55.81,400,0
1704,24.808,55.9,400,0
1705,24.801,55.91,400,0
1706,24.795,55.98,400,0
1707,24.788,56.02,400,0
1708,24.782,56.09,400,0
1709,24.775,56.24,400,0
1710,24.769,55.75,400,0
1711,24.762,54.96,400,0
1712,24.755,54.22,400,0
1713,24.749,53.5,400,0
1714,24.742,52.89,400,0
1715,24.736,52.34,400,0
1716,24.729,51.91,400,0
1717,24.722,51.48,400,0
1718,24.716,51.15,400,0
1719,24.709,50.8,400,0
1720,24.703,50.55,400,0
1721,24.696,50.3,400,0
1722,24.689,50.06,400,0
1723,24.683,49.91,400,0
1724,24.676,49.73,400,0
1725,24.669,49.55,400,0
1726,24.663,49.43,400,0
1727,24.656,49.29,400,0
1728,24.649,49.1,400,0
1729,24.642,48.98,400,0
1730,24.636,48.9,400,0
1731,24.629,48.81,400,0
1732,24.622,48.78,400,0
1733,24.615,48.68,400,0
1734,24.609,48.62,400,0
1735,24.602,48.53,400,0
1736,24.595,48.44,400,0
1737,24.588,48.42,400,0
1738,24.582,48.31,400,0
1739,24.575,48.68,400,0
1740,24.568,49.38,400,0
1741,24.561,50.12,400,0
1742,24.554,50.79,400,0
1743,24.548,51.38,400,0
1744,24.541,51.87,400,0
1745,24.534,52.29,400,0
1746,24.527,52.66,400,0
1747,24.52,53.23,400,0
1748,24.513,53.48,400,0
1749,24.507,53.7,400,0
1750,24.5,53.92,400,0
1751,24.493,54.12,400,0
1752,24.486,54.26,400,0
1753,24.479,54.41,400,0
1754,24.472,54.52,400,0
1755,24.465,54.64,400,0
1756,24.458,54.79,400,0
1757,24.451,54.86,400,0
1758,24.444,54.94,400,0
1759,24.437,55.07,400,0
1760,24.431,55.12,400,0
1761,24.424,55.2,400,0
1762,24.417,55.25,400,0
1763,24.41,55.32,400,0
1764,24.403,55.39,400,0
1765,24.396,55.4,400,0
1766,24.389,55.47,400,0
1767,24.382,55.63,400,0
1768,24.375,55.15,400,0
1769,24.368,54.41,400,0
1770,24.361,52.98,400,0
1771,24.354,52.38,400,0
1772,24.347,51.83,400,0
1773,24.339,51.36,400,0
1774,24.332,50.95,400,0
1775,24.325,50.56,400,0
1776,24.318,50.25,400,0
1777,24.311,49.98,400,0
1778,24.304,49.72,400,0
1779,24.297,49.5,400,0
1780,24.29,49.36,400,0
1781,24.283,49.2,400,0
1782,24.276,48.93,400,0
1783,24.269,48.82,400,0
1784,24.261,48.72,400,0
1785,24.254,48.59,400,0
1786,24.247,48.48,400,0
1787,24.24,48.41,400,0
1788,24.233,48.32,400,0
1789,24.226,48.25,400,0
1790,24.218,48.21,400,0
1791,24.211,48.14,400,0
1792,24.204,48.08,400,0
1793,24.197,48.03,400,0
1794,24.19,47.96,400,0
1795,24.182,47.85,400,0
1796,24.175,48.25,400,0
1797,24.168,48.97,400,0
1798,24.161,49.7,400,0
1799,24.154,50.33,400,0
1800,24.146,50.96,400,0
1801,24.139,51.47,400,0
1802,24.132,51.86,400,0
1803,24.124,52.25,400,0
1804,24.117,52.52,400,0
1805,24.11,52.87,400,0
1806,24.103,53.09,400,0
1807,24.095,53.34,400,0
1808,24.088,53.47,400,0
1809,24.081,53.68,400,0
1810,24.073,53.84,400,0
1811,24.066,54.01,400,0
1812,24.059,54.14,400,0
1813,24.051,54.2,400,0
1814,24.044,54.31,400,0
1815,24.037,54.39,400,0
1816,24.029,54.51,400,0
1817,24.022,54.57,400,0
1818,24.014,54.65,400,0
1819,24.007,54.69,400,0
1820,24,54.78,400,0
1821,23.992,54.79,400,0
1822,23.985,54.85,400,0
1823,23.977,54.89,400,0
1824,23.97,54.96,400,0
1825,23.963,55.11,400,0
1826,23.955,54.62,400,0
1827,23.948,53.88,400,0
1828,23.94,53.12,400,0
1829,23.933,52.42,400,0
1830,23.925,51.86,400,0
1831,23.918,51.28,400,0
1832,23.91,50.82,400,0
1833,23.903,50.39,400,0
1834,23.895,50.05,400,0
1835,23.888,49.71,400,0
1836,23.88,49.45,400,0
1837,23.873,49.23,400,0
1838,23.865,49.02,400,0
1839,23.858,48.84,400,0
1840,23.85,48.66,400,0
1841,23.843,48.53,400,0
1842,23.835,48.36,400,0
1843,23.827,48.26,400,0
1844,23.82,48.15,400,0
1845,23.812,48.08,400,0
1846,23.805,47.98,400,0
1847,23.797,47.9,400,0
1848,23.789,47.83,400,0
1849,23.782,47.72,400,0
1850,23.774,47.72,400,0
1851,23.767,47.62,400,0
1852,23.759,47.59,400,0
1853,23.751,47.51,400,0
1854,23.744,47.42,400,0
1855,23.736,47.29,400,0
1856,23.728,47.76,400,0
1857,23.721,48.46,400,0
1858,23.713,49.13,400,0
1859,23.705,49.81,400,0
1860,23.698,50.43,400,0
1861,23.69,50.92,400,0
